"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1422","cellular lipid catabolic process (GO:0044242)","1/131",0.447201753007508,0.48839966414955,0,0,1.70959377700951,1.37578779148965,"LPL"
"1423","cellular response to biotic stimulus (GO:0071216)","1/132",0.449705741076403,0.490789188961106,0,0,1.69645767218458,1.35574419886847,"DPYSL3"
"1424","negative regulation of multi-organism process (GO:0043901)","1/133",0.452198512391097,0.492817045433946,0,0,1.68352059925094,1.33609920217887,"TIMP1"
"1425","regulation of cyclic nucleotide metabolic process (GO:0030799)","1/133",0.452198512391097,0.492817045433946,0,0,1.68352059925094,1.33609920217887,"ADCY7"
"1426","alcohol metabolic process (GO:0006066)","2/340",0.454055490608369,0.494493812703224,0,0,1.31603012372243,1.03905297867777,"ALDH1A2;IGF1"
"1427","negative regulation of cell activation (GO:0050866)","1/135",0.457150603114533,0.497515687902502,0,0,1.65822572530605,1.29796357580957,"SERPINE2"
"1428","regulation of nuclear division (GO:0051783)","1/138",0.464495848520409,0.505155499126187,0,0,1.62166817026163,1.24349946382337,"IGF1"
"1429","regulation of cytoskeleton organization (GO:0051493)","2/350",0.469023122870405,0.509707618835485,0,0,1.27756008359457,0.967244839306367,"GSN;ELN"
"1430","multi-organism reproductive process (GO:0044703)","1/140",0.469337987723595,0.509707618835485,0,0,1.59817314687576,1.2089094919601,"TGFB3"
"1431","response to reactive oxygen species (GO:0000302)","1/141",0.471742795223647,0.511961258548095,0,0,1.58667736757624,1.192104609265,"COL1A1"
"1432","response to toxic substance (GO:0009636)","1/142",0.474136825368147,0.514200062707216,0,0,1.57534464897601,1.17561565459482,"CRIP1"
"1433","positive regulation of neuron projection development (GO:0010976)","1/144",0.478892744225455,0.518995416456477,0,0,1.55315471045808,1.14355461100355,"DPYSL3"
"1434","sulfur compound biosynthetic process (GO:0044272)","1/145",0.481254727979833,0.521191487135761,0,0,1.54229088639201,1.1279676557378,"IGF1"
"1435","cell morphogenesis involved in differentiation (GO:0000904)","1/147",0.485946979533405,0.525906382728487,0,0,1.52100969678313,1.09764540359379,"S100A4"
"1436","anterior/posterior pattern specification (GO:0009952)","1/150",0.492906768065308,0.533066999168122,0,0,1.49015911318905,1.05419106131264,"ALDH1A2"
"1437","peptidyl-tyrosine phosphorylation (GO:0018108)","1/152",0.497494774819848,0.53728051828597,0,0,1.47027308579507,1.02650089158166,"F2R"
"1438","positive regulation of cytosolic calcium ion concentration (GO:0007204)","1/152",0.497494774819848,0.53728051828597,0,0,1.47027308579507,1.02650089158166,"F2R"
"1439","peptidyl-tyrosine modification (GO:0018212)","1/154",0.502041727878907,0.541814317856806,0,0,1.45090695454212,0.999779414262341,"F2R"
"1440","xenobiotic metabolic process (GO:0006805)","1/156",0.506547990472833,0.545918826651151,0,0,1.43204059441827,0.973982663278405,"PTGIS"
"1441","regulation of myeloid cell differentiation (GO:0045637)","1/156",0.506547990472833,0.545918826651151,0,0,1.43204059441827,0.973982663278405,"RUNX1"
"1442","energy reserve metabolic process (GO:0006112)","1/158",0.511013922582728,0.54996855285584,0,0,1.41365490588993,0.94906915711007,"ADCY7"
"1443","hormone metabolic process (GO:0042445)","1/158",0.511013922582728,0.54996855285584,0,0,1.41365490588993,0.94906915711007,"ALDH1A2"
"1444","regulation of ion homeostasis (GO:2000021)","1/160",0.515439881290611,0.554347739365871,0,0,1.39573175040633,0.924999729535959,"F2R"
"1445","cell-cell junction organization (GO:0045216)","1/161",0.517637981300194,0.556326494781455,0,0,1.38693820224719,0.913269900793271,"TGFB3"
"1446","pattern specification process (GO:0007389)","2/385",0.519458492732986,0.557896984242273,0,0,1.15873486826489,0.758934688077614,"ALDH1A2;TGFBR2"
"1447","glycosaminoglycan metabolic process (GO:0030203)","1/162",0.519826220346252,0.557906095506378,0,0,1.37825389071115,0.901737375854459,"IGF1"
"1448","fibroblast growth factor receptor signaling pathway (GO:0008543)","1/163",0.522004642144854,0.559857188709225,0,0,1.36967679289777,0.890397843368924,"ADCY7"
"1449","regulation of endocytosis (GO:0030100)","1/165",0.526332208306191,0.564108985161846,0,0,1.35283639353247,0.868281094413633,"GAS6"
"1450","proteolysis involved in cellular protein catabolic process (GO:0051603)","2/391",0.527785812348775,0.565276804536308,0,0,1.14051180182286,0.728860873545779,"CTSK;SEC61B"
"1451","positive regulation of apoptotic signaling pathway (GO:2001235)","1/168",0.532751011222853,0.570201461357058,0,0,1.32833209984525,0.836452197570149,"THBS1"
"1452","regulation of lymphocyte proliferation (GO:0050670)","1/170",0.536982348098353,0.573939151133339,0,0,1.31247922345589,0.816086530296106,"IGF1"
"1453","intrinsic apoptotic signaling pathway (GO:0097193)","1/170",0.536982348098353,0.573939151133339,0,0,1.31247922345589,0.816086530296106,"CRIP1"
"1454","aminoglycan metabolic process (GO:0006022)","1/171",0.53908378427345,0.574998019901557,0,0,1.30469266358229,0.806149082143051,"IGF1"
"1455","regulation of calcium ion transport (GO:0051924)","1/171",0.53908378427345,0.574998019901557,0,0,1.30469266358229,0.806149082143051,"F2R"
"1456","regulation of mononuclear cell proliferation (GO:0032944)","1/171",0.53908378427345,0.574998019901557,0,0,1.30469266358229,0.806149082143051,"IGF1"
"1457","anion transmembrane transport (GO:0098656)","1/172",0.541175788439773,0.576437585354573,0,0,1.2969971745844,0.796370688443783,"SLC7A2"
"1458","lymphocyte differentiation (GO:0030098)","1/172",0.541175788439773,0.576437585354573,0,0,1.2969971745844,0.796370688443783,"LGALS1"
"1459","regulation of cellular response to stress (GO:0080135)","2/404",0.545497146421941,0.580642267575925,0,0,1.10289461781999,0.668417780763588,"SPP1;CD34"
"1460","regulation of leukocyte proliferation (GO:0070663)","1/176",0.549450319089656,0.584049517827677,0,0,1.26709470304976,0.758783089760562,"IGF1"
"1461","cytosolic calcium ion homeostasis (GO:0051480)","1/176",0.549450319089656,0.584049517827677,0,0,1.26709470304976,0.758783089760562,"F2R"
"1462","regulation of protein serine/threonine kinase activity (GO:0071900)","2/416",0.561438395277739,0.596384287186271,0,0,1.07026789635485,0.617815595188359,"TGFB3;THBS1"
"1463","cellular response to fibroblast growth factor stimulus (GO:0044344)","1/183",0.563577161344489,0.598246979882428,0,0,1.21792813927645,0.698422136907171,"ADCY7"
"1464","cellular amino acid metabolic process (GO:0006520)","2/421",0.567963903319945,0.602491763562756,0,0,1.05722499457583,0.598069444150981,"SLC7A2;PLA1A"
"1465","positive regulation of ion transport (GO:0043270)","1/186",0.569496593487528,0.603293458176078,0,0,1.19799574855755,0.674474574708927,"F2R"
"1466","DNA replication (GO:0006260)","1/186",0.569496593487528,0.603293458176078,0,0,1.19799574855755,0.674474574708927,"IGF1"
"1467","cell junction organization (GO:0034330)","1/189",0.575336617059893,0.60906459870076,0,0,1.17869949796797,0.651585068925264,"TGFB3"
"1468","epidermal growth factor receptor signaling pathway (GO:0007173)","1/193",0.583001609614369,0.616758514803212,0,0,1.15390917602996,0.622609387338056,"ADCY7"
"1469","synaptic transmission (GO:0007268)","2/434",0.584606746010502,0.61803558649034,0,0,1.02472643097643,0.550089427812396,"PLAT;ADCY7"
"1470","microtubule-based process (GO:0007017)","2/437",0.58838081929731,0.621474936435651,0,0,1.0175026123302,0.539663939938243,"TUBB2A;LMNA"
"1471","ERBB signaling pathway (GO:0038127)","1/196",0.588660419508591,0.621474936435651,0,0,1.13598386632094,0.601964438253214,"ADCY7"
"1472","small GTPase mediated signal transduction (GO:0007264)","2/439",0.590882967527472,0.623397587343861,0,0,1.01274183482421,0.532841260317431,"COL1A2;IGF1"
"1473","immune response-activating signal transduction (GO:0002757)","2/440",0.592129869343418,0.624140271683665,0,0,1.01037775010378,0.529467539329109,"COLEC12;CTSK"
"1474","energy derivation by oxidation of organic compounds (GO:0015980)","1/198",0.592390702164663,0.624140271683665,0,0,1.12433696458108,0.58869034541816,"ADCY7"
"1475","cellular modified amino acid metabolic process (GO:0006575)","1/199",0.594243278808163,0.625667669145137,0,0,1.11860174781523,0.582194717768096,"PLA1A"
"1476","glycerolipid biosynthetic process (GO:0045017)","1/202",0.59975119580454,0.630185119813566,0,0,1.10173849851864,0.563253212417844,"LPL"
"1477","Golgi vesicle transport (GO:0048193)","1/202",0.59975119580454,0.630185119813566,0,0,1.10173849851864,0.563253212417844,"VAMP5"
"1478","signal transduction by phosphorylation (GO:0023014)","1/202",0.59975119580454,0.630185119813566,0,0,1.10173849851864,0.563253212417844,"TGFBR2"
"1479","regulation of blood circulation (GO:1903522)","1/204",0.60338199753158,0.633143406869287,0,0,1.09077323296618,0.551063859645159,"F2R"
"1480","cell morphogenesis (GO:0000902)","1/204",0.60338199753158,0.633143406869287,0,0,1.09077323296618,0.551063859645159,"S100A4"
"1481","proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)","1/205",0.605185165160826,0.634606726194978,0,0,1.08537122714254,0.545096016477694,"SEC61B"
"1482","sensory perception (GO:0007600)","2/457",0.612901296693737,0.642264314281629,0,0,0.971778221778222,0.475735362551363,"COL1A1;TIMP3"
"1483","negative regulation of phosphorus metabolic process (GO:0010563)","2/458",0.614098090506552,0.64265116883873,0,0,0.969597288676236,0.472776226571358,"PMEPA1;IGF1"
"1484","negative regulation of phosphate metabolic process (GO:0045936)","2/458",0.614098090506552,0.64265116883873,0,0,0.969597288676236,0.472776226571358,"PMEPA1;IGF1"
"1485","post-translational protein modification (GO:0043687)","1/211",0.615835175359025,0.644035035240785,0,0,1.05403959336544,0.510973017512904,"GAS6"
"1486","proteasomal protein catabolic process (GO:0010498)","1/212",0.617582344002093,0.645427577547275,0,0,1.04899089408382,0.505553680797589,"SEC61B"
"1487","cellular response to hormone stimulus (GO:0032870)","2/462",0.618857448362076,0.646325230199262,0,0,0.96096837944664,0.461149819451348,"TNC;ADCY7"
"1488","positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)","1/214",0.621053141435695,0.647921659702017,0,0,1.03903571240175,0.494932844378622,"FZD1"
"1489","nitrogen compound transport (GO:0071705)","2/464",0.621220445136061,0.647921659702017,0,0,0.956709956709957,0.455460216360738,"ILDR2;SLC7A2"
"1490","positive regulation of neuron differentiation (GO:0045666)","1/217",0.626201010290491,0.65267796575915,0,0,1.02444860590928,0.479527854469553,"DPYSL3"
"1491","regulation of binding (GO:0051098)","1/218",0.627901550773791,0.654011474414284,0,0,1.019675865997,0.474528486054622,"IGF1"
"1492","positive regulation of cell cycle process (GO:0090068)","1/220",0.63127971334681,0.657089406720909,0,0,1.01026114617003,0.464726420005317,"IGF1"
"1493","organic hydroxy compound metabolic process (GO:1901615)","2/476",0.635165297488724,0.660691029470856,0,0,0.931914077483698,0.422967845104698,"ALDH1A2;IGF1"
"1494","carboxylic acid transport (GO:0046942)","1/224",0.637945312711309,0.663138601499775,0,0,0.991938328210813,0.44587897269941,"SLC7A2"
"1495","organic acid transport (GO:0015849)","1/226",0.641233285774643,0.666110563751185,0,0,0.983021223470662,0.436817225694009,"SLC7A2"
"1496","glycerophospholipid metabolic process (GO:0006650)","1/229",0.646109957032295,0.670727782935263,0,0,0.969938892174256,0.423655319215928,"PLA1A"
"1497","activation of immune response (GO:0002253)","2/487",0.647598236478819,0.671502376687225,0,0,0.910262417994377,0.395495166740083,"COLEC12;CTSK"
"1498","regulation of hormone secretion (GO:0046883)","1/230",0.647720901659667,0.671502376687225,0,0,0.965654285854472,0.419379197656391,"RUNX1"
"1499","Wnt signaling pathway (GO:0016055)","1/234",0.654092480922805,0.67765551892803,0,0,0.948883637941843,0.402807299931273,"FZD1"
"1500","GTP catabolic process (GO:0006184)","1/243",0.668014848506694,0.691618039820597,0,0,0.91317671092952,0.368416466175544,"TUBB2A"
"1501","microtubule cytoskeleton organization (GO:0000226)","1/245",0.671032638784509,0.694279605617816,0,0,0.905599557929637,0.361277624718947,"LMNA"
"1502","guanosine-containing compound catabolic process (GO:1901069)","1/246",0.672531344891045,0.69536696312636,0,0,0.901857372162348,0.3577727348995,"TUBB2A"
"1503","regionalization (GO:0003002)","1/247",0.674023298838081,0.696445896936487,0,0,0.89814561066959,0.354310001431633,"ALDH1A2"
"1504","response to virus (GO:0009615)","1/250",0.678458946767901,0.700562994900631,0,0,0.887189206263255,0.344168468702854,"ACTA2"
"1505","rhythmic process (GO:0048511)","1/252",0.681382831803251,0.703114643050132,0,0,0.880030440037602,0.337606930943208,"MMP14"
"1506","negative regulation of protein phosphorylation (GO:0001933)","1/260",0.692817747467467,0.714439549679267,0,0,0.852500976096482,0.312857888269225,"PMEPA1"
"1507","cellular response to peptide hormone stimulus (GO:0071375)","1/261",0.694218268138788,0.714934330516935,0,0,0.849178910976664,0.309923859514921,"ADCY7"
"1508","cellular calcium ion homeostasis (GO:0006874)","1/261",0.694218268138788,0.714934330516935,0,0,0.849178910976664,0.309923859514921,"F2R"
"1509","regulation of translation (GO:0006417)","1/264",0.698382054242744,0.718269755125154,0,0,0.839364292732943,0.301322523167878,"THBS1"
"1510","regulation of immune effector process (GO:0002697)","1/264",0.698382054242744,0.718269755125154,0,0,0.839364292732943,0.301322523167878,"TGFB3"
"1511","protein catabolic process (GO:0030163)","1/269",0.70519745246662,0.724799234732403,0,0,0.823494885124937,0.287628186122269,"SEC61B"
"1512","cellular divalent inorganic cation homeostasis (GO:0072503)","1/271",0.707880769118244,0.727075948704122,0,0,0.817311693716188,0.282364520837552,"F2R"
"1513","cellular response to peptide (GO:1901653)","1/273",0.710539930859546,0.729324859633097,0,0,0.811219431592862,0.277218123402828,"ADCY7"
"1514","neurotrophin TRK receptor signaling pathway (GO:0048011)","1/274",0.711860520873294,0.729715768261535,0,0,0.808206774498909,0.274687890931744,"ADCY7"
"1515","calcium ion homeostasis (GO:0055074)","1/274",0.711860520873294,0.729715768261535,0,0,0.808206774498909,0.274687890931744,"F2R"
"1516","organelle assembly (GO:0070925)","1/278",0.717083563558526,0.733617110807899,0,0,0.796373666490894,0.264844335268633,"CD34"
"1517","positive regulation of cell cycle (GO:0045787)","1/278",0.717083563558526,0.733617110807899,0,0,0.796373666490894,0.264844335268633,"IGF1"
"1518","neurotrophin signaling pathway (GO:0038179)","1/278",0.717083563558526,0.733617110807899,0,0,0.796373666490894,0.264844335268633,"ADCY7"
"1519","divalent inorganic cation homeostasis (GO:0072507)","1/291",0.733420273127587,0.749836526772312,0,0,0.760170476559473,0.235680503545678,"F2R"
"1520","lymphocyte activation (GO:0046649)","1/304",0.748823510308894,0.765080862835337,0,0,0.727073830978603,0.210307528492167,"LGALS1"
"1521","regulation of vesicle-mediated transport (GO:0060627)","1/306",0.751113789968058,0.76691631546377,0,0,0.722232455332474,0.206701571469614,"GAS6"
"1522","regulation of ion transmembrane transport (GO:0034765)","1/314",0.760070207733862,0.775042043736499,0,0,0.703485658900815,0.192997401208374,"THBS1"
"1523","sulfur compound metabolic process (GO:0006790)","1/314",0.760070207733862,0.775042043736499,0,0,0.703485658900815,0.192997401208374,"IGF1"
"1524","regulation of transmembrane transport (GO:0034762)","1/327",0.773949334670496,0.78867671702315,0,0,0.674984490246088,0.17296401060961,"THBS1"
"1525","organic anion transport (GO:0015711)","1/328",0.774983463874677,0.789212668457294,0,0,0.672885956774216,0.171527772743502,"SLC7A2"
"1526","positive regulation of organelle organization (GO:0010638)","1/340",0.787034002075021,0.800959243265078,0,0,0.648669251930662,0.155345794798251,"IGF1"
"1527","cytokine-mediated signaling pathway (GO:0019221)","1/342",0.788979415590008,0.802413249778181,0,0,0.644798840159478,0.152827027867702,"NCAM1"
"1528","ubiquitin-dependent protein catabolic process (GO:0006511)","1/355",0.80120314596553,0.814311836180935,0,0,0.620707166888847,0.137574001149946,"SEC61B"
"1529","cellular metal ion homeostasis (GO:0006875)","1/361",0.806606087079278,0.819267006693342,0,0,0.610174781523096,0.131138672507507,"F2R"
"1530","modification-dependent protein catabolic process (GO:0019941)","1/364",0.809252842734226,0.82141808154657,0,0,0.605039155600953,0.128052830438515,"SEC61B"
"1531","gene expression (GO:0010467)","2/672",0.810122814854699,0.821764031005452,0,0,0.652645861601086,0.137427260237233,"SEC61G;SEC61B"
"1532","modification-dependent macromolecule catabolic process (GO:0043632)","1/368",0.812726203463304,0.823866706252292,0,0,0.598322260661911,0.124068701852146,"SEC61B"
"1533","generation of precursor metabolites and energy (GO:0006091)","1/375",0.818654725862179,0.829335152814066,0,0,0.586913417052214,0.117437186633565,"ADCY7"
